engine_name,workload,batch_size,num_vertices,delta_cap,updates_requested,updates_generated,palette_multiplier,max_rounds,parlay_threads,repair_seconds,repair_seconds_std,repair_seconds_n,series
par_relaxed,batch_valid,64,10000,32,16384,16384,4.0,4.0,1.0,0.013880666666666666,6.320445659392337e-05,3,par_relaxed | batch_valid | b=64 | n=10000 | Delta=32 | c=4
par_relaxed,batch_valid,64,10000,32,16384,16384,4.0,4.0,2.0,0.013896499999999999,8.674693078144073e-05,3,par_relaxed | batch_valid | b=64 | n=10000 | Delta=32 | c=4
par_relaxed,batch_valid,64,10000,32,16384,16384,4.0,4.0,4.0,0.0138213,3.790237459579575e-05,3,par_relaxed | batch_valid | b=64 | n=10000 | Delta=32 | c=4
par_relaxed,batch_valid,64,10000,32,16384,16384,4.0,4.0,8.0,0.021182500000000003,0.01274183849999677,3,par_relaxed | batch_valid | b=64 | n=10000 | Delta=32 | c=4
par_relaxed,conflict_heavy,64,10000,32,16384,14828,16.0,4.0,1.0,1.60585,,1,par_relaxed | conflict_heavy | b=64 | n=10000 | Delta=32 | c=16
par_relaxed,conflict_heavy,64,10000,32,16384,16384,4.0,4.0,1.0,0.030904333333333336,9.116278480462025e-05,3,par_relaxed | conflict_heavy | b=64 | n=10000 | Delta=32 | c=4
par_relaxed,conflict_heavy,64,10000,32,16384,16384,4.0,4.0,2.0,0.030848533333333334,0.00020393816056180568,3,par_relaxed | conflict_heavy | b=64 | n=10000 | Delta=32 | c=4
par_relaxed,conflict_heavy,64,10000,32,16384,16384,4.0,4.0,4.0,0.0650477,0.0340058587280192,3,par_relaxed | conflict_heavy | b=64 | n=10000 | Delta=32 | c=4
par_relaxed,conflict_heavy,64,10000,32,16384,16384,4.0,4.0,8.0,0.0311604,0.00014780010148846356,3,par_relaxed | conflict_heavy | b=64 | n=10000 | Delta=32 | c=4
